Age,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
22,0,9.0,0,0,1
22,3,9.0,0,0,1
21,0,8.0,0,0,1
22,1,9.0,0,0,1
21,0,8.0,0,0,1
21,0,9.0,1,0,1
22,0,8.0,1,1,1
22,0,8.0,0,0,1
21,1,8.0,0,0,1
21,0,9.0,0,0,1
21,1,9.0,0,0,1
22,0,8.0,1,0,1
21,0,8.0,0,0,1
21,0,8.0,1,0,1
21,2,7.0,0,0,1
21,0,8.0,0,0,1
21,0,6.0,0,0,0
22,1,6.0,1,0,0
22,1,7.0,0,0,0
21,1,8.0,0,1,1
22,1,6.0,0,0,1
21,1,6.0,0,0,1
22,2,7.0,0,0,0
22,0,6.0,0,0,0
22,1,8.0,0,0,1
21,2,7.0,0,0,0
22,0,8.0,0,0,1
22,0,7.0,0,0,0
21,0,7.0,0,0,0
23,0,7.0,0,0,1
23,0,6.0,0,0,1
23,1,5.0,0,0,0
24,2,6.0,0,0,1
23,0,5.0,1,0,0
23,1,6.0,0,0,0
24,0,6.0,0,0,1
24,1,7.0,0,0,1
24,1,7.0,0,1,1
23,1,7.0,0,0,1
23,1,6.0,0,0,1
24,1,6.0,0,1,1
24,0,7.0,0,0,0
23,1,6.0,0,0,0
24,0,6.0,0,0,1
23,0,6.0,0,0,0
23,1,7.0,1,0,1
23,1,7.0,1,0,1
24,3,5.0,0,1,1
23,0,6.0,1,0,1
23,2,6.0,0,0,1
23,1,7.0,0,0,0
23,1,5.0,0,0,1
23,1,7.0,0,0,1
23,2,7.0,1,0,1
24,1,5.0,0,0,0
24,1,7.0,0,0,0
24,2,7.0,0,0,1
24,0,5.0,0,0,0
24,1,7.0,0,0,1
23,0,6.0,1,1,1
23,0,6.0,0,0,0
23,1,7.0,1,0,0
24,1,6.0,0,0,1
23,1,6.0,1,1,1
24,0,6.0,0,0,1
24,0,6.0,0,0,1
24,0,5.0,0,0,1
23,0,5.0,0,0,0
24,0,5.0,1,0,0
23,1,5.0,0,0,1
23,0,7.0,0,0,1
24,3,7.0,0,0,1
24,2,5.0,0,0,1
24,2,5.0,0,0,1
23,0,7.0,1,0,1
24,1,6.0,0,0,1
23,0,5.0,1,1,0
23,0,6.0,0,0,0
24,1,7.0,0,0,1
23,0,5.0,0,0,0
24,0,5.0,0,0,0
23,1,5.0,0,0,1
23,2,6.0,0,0,0
24,0,7.0,0,0,1
24,2,6.0,0,0,1
23,0,5.0,0,0,0
24,2,6.0,0,0,1
23,1,6.0,0,0,0
24,0,7.0,0,1,1
22,0,7.0,0,0,1
22,0,5.0,1,0,0
22,1,5.0,0,0,0
21,1,6.0,0,0,1
21,3,6.0,1,0,1
21,0,6.0,0,1,1
21,0,5.0,0,0,0
21,1,6.0,0,0,0
22,1,5.0,0,0,0
22,1,5.0,0,0,0
21,1,6.0,0,0,1
21,2,5.0,0,0,0
21,1,6.0,0,0,1
22,0,6.0,0,0,0
22,0,7.0,0,1,0
21,0,7.0,0,0,1
21,0,7.0,0,0,1
22,1,7.0,1,0,0
22,1,6.0,0,0,1
21,1,5.0,1,0,0
22,1,6.0,1,0,0
22,2,6.0,0,0,1
21,1,6.0,0,1,0
22,0,5.0,0,0,0
21,2,5.0,0,1,0
22,1,7.0,0,0,0
21,1,7.0,1,0,0
21,1,6.0,0,0,0
22,1,5.0,1,0,0
21,0,6.0,0,0,0
22,0,5.0,0,0,0
22,0,5.0,0,0,0
21,0,7.0,1,0,0
21,0,5.0,0,0,0
21,0,5.0,0,1,0
22,1,5.0,1,0,0
21,2,6.0,1,1,0
21,1,5.0,1,1,0
22,2,7.0,1,0,0
21,0,8.0,0,0,1
21,2,7.0,0,0,1
22,1,6.0,0,0,0
21,2,6.0,1,0,1
21,1,7.0,0,0,0
21,1,7.0,1,0,0
21,0,8.0,1,0,1
22,0,8.0,1,0,1
22,1,6.0,0,0,0
21,0,7.0,0,0,0
21,0,8.0,0,0,1
21,2,8.0,0,0,1
21,1,7.0,0,0,0
22,0,6.0,0,1,0
22,1,8.0,0,0,1
21,1,7.0,0,0,1
21,1,6.0,0,0,0
21,3,6.0,0,0,1
21,1,7.0,1,0,0
22,1,7.0,0,0,0
21,2,6.0,1,1,0
22,1,8.0,0,1,1
22,2,8.0,0,0,1
21,1,6.0,1,1,0
22,0,7.0,0,0,0
22,0,6.0,0,0,0
21,0,6.0,1,0,0
21,1,7.0,1,0,0
21,2,7.0,0,0,1
21,1,6.0,1,0,0
22,0,6.0,1,0,0
22,1,8.0,0,0,1
22,1,8.0,0,0,1
21,0,8.0,0,0,1
22,1,7.0,0,0,0
21,0,8.0,0,1,1
22,1,8.0,0,0,1
22,1,7.0,0,0,0
21,2,7.0,0,0,1
21,1,8.0,1,0,1
21,1,6.0,1,0,0
22,1,7.0,0,0,0
22,0,6.0,1,0,0
21,2,8.0,1,0,1
22,0,7.0,1,1,0
21,1,6.0,0,0,0
21,2,6.0,0,0,1
21,1,7.0,1,0,0
22,0,7.0,0,0,0
22,1,6.0,0,0,0
22,0,8.0,0,0,1
21,3,8.0,0,0,1
21,0,8.0,0,1,1
22,0,6.0,0,0,0
22,1,7.0,0,0,0
22,1,8.0,1,1,1
22,1,8.0,1,1,1
22,1,8.0,1,0,1
21,2,6.0,0,0,1
22,1,6.0,0,0,0
22,0,8.0,0,0,1
22,1,7.0,1,0,0
21,1,8.0,0,0,1
21,1,7.0,0,0,1
22,0,8.0,1,1,1
21,0,6.0,0,0,0
21,1,6.0,0,0,0
21,1,8.0,0,0,1
22,1,8.0,1,1,1
21,1,7.0,0,0,0
22,2,6.0,0,0,1
21,0,6.0,1,0,0
22,1,7.0,1,1,0
21,0,6.0,0,0,0
22,0,8.0,0,1,1
21,1,7.0,0,0,0
22,0,6.0,1,0,0
21,0,7.0,0,0,0
21,1,7.0,1,0,0
21,1,7.0,0,0,0
21,0,6.0,0,1,1
21,2,7.0,0,0,1
22,1,8.0,1,0,1
21,0,6.0,1,1,1
21,0,7.0,1,0,1
22,0,8.0,0,0,1
21,1,6.0,1,1,1
21,2,6.0,1,0,0
22,0,8.0,0,0,1
21,0,7.0,0,0,0
22,0,7.0,0,0,0
22,0,7.0,0,0,0
22,1,6.0,1,0,0
22,2,6.0,1,1,0
22,0,7.0,0,0,1
21,0,8.0,0,0,1
21,0,8.0,0,0,1
22,2,6.0,0,0,1
22,2,7.0,0,0,1
22,1,7.0,1,1,1
21,2,7.0,0,0,1
22,0,6.0,0,0,0
22,1,6.0,0,0,1
21,0,7.0,0,0,0
21,0,7.0,0,0,1
22,1,8.0,0,0,1
22,0,6.0,0,1,0
22,2,8.0,0,1,1
22,0,6.0,0,1,1
22,1,6.0,1,0,1
21,0,8.0,0,0,1
21,1,7.0,0,0,1
22,2,7.0,0,1,1
22,1,8.0,1,0,1
22,0,6.0,0,0,1
22,0,6.0,1,0,1
22,0,7.0,0,0,0
22,0,6.0,0,0,1
22,1,8.0,0,0,1
21,0,6.0,1,0,0
21,1,6.0,0,0,1
21,0,8.0,0,0,1
21,0,7.0,0,1,1
21,2,8.0,0,0,1
22,0,8.0,1,0,1
21,1,6.0,1,0,0
22,0,8.0,0,0,1
21,1,8.0,0,0,1
21,0,6.0,0,0,0
22,1,6.0,1,1,0
22,0,8.0,0,0,1
21,1,6.0,0,0,0
22,0,6.0,0,0,1
22,0,7.0,0,0,0
21,0,8.0,0,0,1
22,0,8.0,1,1,1
22,0,7.0,1,1,0
21,0,8.0,0,0,1
21,1,6.0,0,0,0
22,2,7.0,1,0,1
22,0,7.0,0,0,0
21,1,7.0,0,1,1
22,0,8.0,0,0,1
21,0,8.0,0,0,1
22,1,8.0,0,1,1
22,1,6.0,0,0,1
22,0,8.0,1,1,1
21,0,6.0,1,0,1
21,1,8.0,0,0,1
21,0,7.0,0,0,0
22,1,8.0,1,0,1
22,1,7.0,0,0,1
21,1,6.0,1,0,0
21,0,7.0,1,0,1
21,0,8.0,0,0,1
22,0,6.0,0,0,1
22,0,6.0,0,1,0
21,2,8.0,0,0,1
22,0,8.0,0,0,1
21,1,7.0,0,0,0
22,0,7.0,1,0,1
22,0,7.0,0,0,0
21,1,8.0,0,0,1
22,0,8.0,0,0,1
21,0,8.0,0,1,1
21,1,7.0,0,1,0
22,0,7.0,0,0,0
22,1,6.0,0,0,0
21,0,8.0,0,1,1
21,0,6.0,0,0,0
21,0,6.0,0,0,0
22,2,8.0,0,0,1
21,1,7.0,1,0,0
22,0,6.0,0,0,0
22,0,6.0,0,0,0
22,1,6.0,1,0,0
22,0,7.0,0,0,0
21,0,8.0,1,0,1
21,0,6.0,0,0,0
21,1,6.0,1,1,0
22,0,7.0,0,1,0
21,0,7.0,0,0,0
22,0,8.0,0,0,1
21,0,6.0,0,0,0
21,1,6.0,1,0,0
22,1,6.0,0,1,0
21,0,6.0,0,0,0
21,1,8.0,0,0,1
22,1,6.0,1,0,0
22,0,7.0,0,0,0
22,0,7.0,0,1,0
22,0,6.0,0,0,0
22,0,8.0,1,0,1
21,0,8.0,0,0,1
22,1,6.0,0,0,0
21,0,6.0,1,0,0
21,1,8.0,0,0,1
21,1,8.0,1,1,1
21,2,8.0,0,0,1
21,2,7.0,0,0,1
21,0,6.0,0,1,0
22,0,6.0,0,0,0
22,1,6.0,0,0,0
21,1,6.0,0,1,0
21,1,5.0,1,0,0
21,0,6.0,1,1,0
22,1,5.0,0,0,0
21,1,5.0,1,1,0
21,2,6.0,1,0,1
21,2,5.0,0,1,0
22,0,5.0,0,0,0
21,0,5.0,0,1,0
22,2,7.0,0,1,0
21,0,7.0,0,1,0
21,1,6.0,1,1,0
22,1,6.0,0,0,0
22,0,6.0,1,0,0
22,2,6.0,0,0,1
21,0,6.0,0,0,0
22,0,6.0,1,0,0
22,0,7.0,0,0,0
21,0,6.0,0,1,0
22,2,6.0,0,1,0
22,1,6.0,0,0,0
21,1,7.0,0,0,0
22,0,8.0,1,0,1
21,3,7.0,0,0,1
22,0,8.0,1,1,1
21,0,6.0,0,0,0
21,0,8.0,1,0,1
21,0,7.0,0,0,0
21,1,6.0,0,0,0
22,1,8.0,0,0,1
21,0,8.0,0,0,1
21,1,6.0,0,0,0
21,1,6.0,0,0,0
21,0,6.0,1,1,0
21,0,7.0,0,0,0
21,1,8.0,1,0,1
22,0,8.0,0,0,1
22,0,7.0,0,1,0
21,0,6.0,0,0,0
21,1,6.0,0,1,0
22,1,8.0,0,1,1
21,0,7.0,0,1,0
21,0,7.0,0,1,0
21,1,8.0,0,1,1
22,0,8.0,0,0,1
21,0,6.0,0,0,0
28,0,8.0,1,0,1
21,2,7.0,0,0,1
22,2,6.0,0,0,1
21,1,8.0,1,0,1
22,0,6.0,1,0,1
21,0,8.0,1,0,1
21,1,6.0,0,0,0
22,1,7.0,1,0,0
22,0,8.0,0,0,1
21,0,6.0,0,0,0
21,0,6.0,1,0,1
22,0,7.0,1,0,0
22,1,6.0,1,1,0
22,0,7.0,0,1,1
21,0,7.0,0,0,1
22,0,8.0,0,1,1
22,1,6.0,1,0,0
21,0,6.0,0,0,0
22,0,6.0,0,0,1
21,0,6.0,0,0,1
22,1,8.0,0,0,1
21,1,8.0,0,0,1
21,0,8.0,1,0,1
22,0,6.0,0,0,0
22,0,7.0,0,1,0
21,1,6.0,0,1,1
21,1,6.0,1,0,0
22,0,6.0,1,1,1
22,0,7.0,0,0,1
22,2,7.0,0,0,0
21,3,8.0,0,0,1
22,0,6.0,0,0,1
21,0,8.0,0,1,1
21,1,8.0,0,1,1
21,0,8.0,1,1,1
22,1,6.0,0,0,1
21,0,8.0,0,1,1
22,1,7.0,1,0,0
21,1,8.0,1,0,1
22,0,6.0,0,0,0
22,0,7.0,1,0,0
22,0,6.0,1,0,0
22,0,6.0,0,1,1
22,1,7.0,0,0,0
21,1,8.0,0,0,1
22,1,7.0,0,0,0
22,0,6.0,1,0,1
21,2,6.0,1,0,1
22,0,6.0,0,0,1
21,0,7.0,0,0,1
22,0,7.0,1,1,0
22,2,7.0,1,0,1
22,0,7.0,1,0,1
21,0,7.0,0,0,0
22,1,7.0,0,0,1
21,0,6.0,0,0,1
22,0,6.0,0,0,0
21,3,8.0,1,0,1
22,3,8.0,1,1,1
21,0,7.0,0,1,1
21,1,8.0,0,0,1
21,0,7.0,0,0,0
21,2,6.0,1,0,1
22,0,8.0,1,0,1
21,1,8.0,1,0,1
22,0,8.0,0,1,1
21,1,8.0,0,0,1
22,1,7.0,1,0,0
21,0,7.0,0,0,0
21,0,7.0,0,0,0
21,1,8.0,1,0,1
21,1,8.0,0,0,1
21,1,6.0,0,0,0
22,0,8.0,1,0,1
22,1,8.0,0,0,1
21,1,6.0,0,0,0
21,0,7.0,0,0,0
22,1,7.0,0,1,0
22,1,7.0,0,0,0
22,0,8.0,0,0,1
21,1,8.0,0,0,1
22,2,7.0,1,0,0
21,0,6.0,1,1,0
22,1,6.0,1,0,0
22,1,7.0,0,0,0
22,1,7.0,1,0,0
22,1,8.0,0,0,1
21,0,7.0,0,1,0
21,0,8.0,0,0,1
21,1,7.0,0,0,0
22,0,7.0,0,0,0
21,2,7.0,0,0,1
22,1,8.0,0,0,1
22,0,8.0,0,0,1
22,0,7.0,1,0,0
22,1,7.0,0,0,0
22,1,6.0,0,0,0
21,1,6.0,0,0,0
22,1,6.0,0,0,0
21,1,8.0,0,0,1
22,1,7.0,1,0,0
21,1,8.0,1,0,1
30,1,8.0,0,0,1
22,0,8.0,0,1,1
21,1,7.0,0,1,0
22,0,7.0,0,0,0
22,1,8.0,1,0,1
22,1,7.0,0,0,0
22,1,6.0,1,1,0
21,1,7.0,0,1,0
21,0,6.0,0,0,0
22,1,7.0,0,0,0
21,0,8.0,0,1,1
21,1,7.0,0,0,0
22,1,7.0,0,1,0
22,0,8.0,0,0,1
22,1,7.0,0,0,0
21,1,7.0,0,0,0
21,2,7.0,0,0,1
21,0,7.0,0,0,0
22,0,7.0,0,1,0
22,2,6.0,0,0,1
22,0,8.0,0,0,1
21,0,7.0,0,0,0
22,1,6.0,0,0,0
21,0,7.0,0,0,0
22,0,8.0,0,0,1
22,1,7.0,0,0,0
21,0,6.0,0,0,0
21,0,7.0,1,0,0
22,1,8.0,0,0,1
22,0,6.0,0,0,0
21,0,7.0,0,0,0
21,1,8.0,0,0,1
21,1,7.0,0,0,0
22,0,7.0,1,0,0
21,2,7.0,0,1,0
22,0,8.0,0,0,1
21,1,7.0,0,0,0
22,1,6.0,0,0,0
21,0,7.0,0,1,0
21,1,7.0,0,0,1
21,1,8.0,0,1,1
21,0,7.0,0,0,1
22,2,6.0,0,0,1
22,1,6.0,0,0,0
21,0,7.0,0,0,1
22,1,6.0,0,0,1
21,0,8.0,0,0,1
22,0,8.0,0,0,1
22,1,7.0,0,0,0
21,2,6.0,1,0,1
21,2,8.0,0,0,1
22,2,7.0,1,0,1
21,2,7.0,0,0,1
21,2,8.0,0,0,1
21,2,7.0,0,0,1
22,1,7.0,1,0,1
22,2,7.0,0,0,1
21,1,8.0,0,0,1
21,2,7.0,0,1,0
22,1,8.0,0,1,1
21,1,7.0,0,0,0
21,2,6.0,0,0,0
22,1,6.0,0,0,0
21,1,8.0,0,1,1
21,1,7.0,0,0,0
21,1,7.0,0,1,1
21,2,8.0,0,0,1
22,1,8.0,0,0,1
22,1,8.0,1,0,1
21,2,8.0,1,1,1
22,1,6.0,1,0,1
22,2,6.0,0,0,1
22,2,7.0,1,0,0
22,1,7.0,0,0,0
22,2,8.0,0,0,1
22,1,8.0,0,0,1
21,1,6.0,1,0,0
22,2,6.0,1,0,1
22,1,6.0,0,0,0
21,1,8.0,1,0,1
21,2,6.0,0,0,1
21,2,8.0,0,0,1
21,2,8.0,0,1,1
22,2,7.0,0,0,0
22,1,8.0,0,0,1
22,2,8.0,0,0,1
22,2,8.0,0,0,1
21,2,6.0,0,0,1
22,1,7.0,0,0,1
21,1,7.0,1,0,0
21,2,6.0,0,0,1
22,1,6.0,1,0,1
21,1,6.0,1,1,0
22,1,7.0,0,1,0
21,1,8.0,1,0,1
22,1,7.0,0,0,0
21,2,6.0,1,0,1
21,1,7.0,0,1,1
22,1,6.0,0,0,1
21,2,6.0,1,0,1
22,1,6.0,1,0,0
21,1,7.0,0,0,1
22,0,6.0,0,0,1
22,1,8.0,0,0,1
21,0,7.0,0,0,0
22,1,7.0,0,0,0
22,1,8.0,0,0,1
22,1,6.0,0,1,0
21,0,7.0,1,0,0
22,0,7.0,0,0,0
22,1,7.0,1,0,0
22,0,7.0,0,1,0
21,1,8.0,1,1,1
22,0,6.0,0,0,0
22,0,7.0,0,0,0
21,1,6.0,0,0,0
22,1,7.0,1,1,0
22,2,7.0,0,0,0
22,1,7.0,1,1,0
21,1,6.0,0,0,0
22,0,6.0,0,0,0
22,0,7.0,0,0,0
21,1,7.0,0,0,0
22,0,6.0,0,0,0
21,0,8.0,0,0,1
21,0,7.0,1,0,0
21,1,6.0,0,0,0
22,0,7.0,0,0,0
22,1,8.0,0,0,1
22,1,7.0,0,0,0
21,2,8.0,0,1,1
21,1,8.0,0,0,1
22,0,8.0,0,0,1
21,0,6.0,0,0,0
22,2,6.0,1,0,1
21,2,8.0,0,0,1
21,0,7.0,1,0,0
21,0,7.0,0,0,0
22,0,8.0,1,0,1
21,0,6.0,0,0,0
22,0,8.0,0,0,1
21,1,7.0,0,0,0
22,1,8.0,0,0,1
21,2,8.0,0,0,1
22,1,7.0,0,0,0
22,1,6.0,0,0,0
21,0,8.0,0,0,1
21,0,8.0,0,1,1
21,2,6.0,1,0,1
21,1,8.0,0,0,1
25,0,7.0,0,0,0
26,2,6.0,0,0,1
24,1,8.0,0,1,1
25,2,6.0,0,0,1
24,0,6.0,0,0,1
25,1,8.0,0,0,1
23,0,9.0,0,0,1
24,1,7.0,0,0,1
25,0,9.0,1,0,1
25,1,8.0,0,0,1
26,1,6.0,0,0,1
26,1,6.0,1,0,1
25,0,8.0,0,0,1
26,0,8.0,0,0,1
24,0,8.0,0,0,1
25,1,8.0,0,0,1
23,1,6.0,0,0,1
23,0,7.0,0,0,0
24,1,9.0,0,0,1
25,0,8.0,0,0,1
24,0,7.0,0,1,1
24,2,8.0,1,0,1
23,1,8.0,1,0,1
26,1,8.0,0,0,1
23,1,7.0,0,1,0
26,1,9.0,0,0,1
26,2,8.0,1,0,1
26,0,9.0,0,1,1
26,0,6.0,0,0,1
24,0,9.0,0,1,1
24,1,7.0,0,0,1
23,0,8.0,0,0,1
26,1,7.0,1,0,0
23,1,7.0,0,0,0
24,0,8.0,0,0,1
26,0,9.0,0,0,1
25,0,7.0,0,0,0
23,0,9.0,1,1,1
24,1,8.0,1,0,1
23,1,8.0,0,0,1
23,0,7.0,1,0,0
26,3,7.0,0,0,1
24,1,6.0,0,0,1
26,1,8.0,0,0,1
23,1,6.0,0,0,1
23,1,7.0,0,0,0
26,1,7.0,0,0,1
26,0,7.0,0,0,0
24,1,7.0,0,0,1
23,0,8.0,0,0,1
26,1,6.0,0,1,1
23,1,6.0,1,1,0
24,0,7.0,0,0,0
24,1,6.0,0,0,1
25,1,6.0,0,0,1
25,0,8.0,0,0,1
26,0,8.0,1,0,1
24,0,6.0,1,0,1
26,1,8.0,0,0,1
25,1,8.0,0,0,1
22,0,6.0,0,0,1
21,0,6.0,0,0,1
22,1,6.0,0,0,0
22,1,6.0,0,0,1
22,1,6.0,1,0,1
22,1,8.0,0,0,1
21,1,6.0,1,0,1
22,1,6.0,0,0,0
21,1,6.0,0,0,1
21,0,8.0,0,0,1
22,0,7.0,1,0,0
22,2,8.0,1,0,1
22,1,8.0,0,0,1
22,1,8.0,0,0,1
21,0,7.0,0,0,1
21,0,6.0,0,0,0
21,1,6.0,0,0,0
22,1,6.0,0,0,1
22,0,8.0,0,0,1
21,1,7.0,0,1,1
21,1,7.0,0,0,0
22,0,7.0,1,0,0
21,2,8.0,0,0,1
22,0,8.0,1,0,1
21,1,8.0,0,0,1
22,0,6.0,1,1,0
21,0,6.0,0,0,0
21,1,8.0,1,1,1
22,1,8.0,0,0,1
22,1,8.0,1,0,1
22,0,8.0,1,0,1
22,0,6.0,0,0,0
22,1,8.0,0,0,1
22,1,8.0,0,0,1
22,2,8.0,0,1,1
22,0,8.0,0,0,1
22,1,7.0,1,0,1
22,0,8.0,1,0,1
22,0,7.0,0,0,0
21,0,8.0,0,1,1
22,0,7.0,0,0,1
21,1,7.0,0,0,1
22,1,6.0,0,0,0
21,0,6.0,0,0,1
22,1,8.0,0,0,1
21,0,8.0,1,0,1
22,0,6.0,0,0,0
22,1,6.0,0,0,1
22,1,7.0,0,0,1
21,0,6.0,0,0,0
22,1,8.0,0,0,1
21,1,8.0,0,0,1
21,1,6.0,1,1,0
22,1,8.0,0,0,1
22,0,8.0,0,0,1
21,0,6.0,0,0,0
22,1,6.0,0,0,0
21,0,8.0,1,0,1
21,0,7.0,0,0,0
22,0,6.0,0,0,1
22,1,7.0,1,0,1
21,1,8.0,1,0,1
21,2,8.0,0,0,1
22,0,7.0,0,1,0
21,0,7.0,0,0,0
21,0,8.0,1,0,1
21,0,7.0,1,0,0
21,0,7.0,0,0,1
21,2,6.0,0,0,1
21,0,8.0,0,0,1
21,0,7.0,0,0,1
21,1,8.0,0,0,1
22,3,7.0,0,0,0
21,0,6.0,1,0,0
21,0,6.0,1,0,0
21,1,8.0,1,0,1
22,0,8.0,1,0,1
21,0,6.0,0,0,1
22,0,6.0,0,0,1
22,1,6.0,0,0,0
21,0,6.0,0,0,1
22,1,7.0,0,0,1
22,1,8.0,1,0,1
22,0,7.0,1,0,0
22,1,6.0,1,1,0
21,0,7.0,0,0,1
22,1,6.0,0,0,0
21,0,6.0,0,0,0
22,0,8.0,0,1,1
22,2,8.0,0,0,1
22,1,7.0,1,0,0
22,0,6.0,0,0,0
21,0,7.0,0,0,1
22,0,7.0,0,0,0
22,1,7.0,0,0,1
21,1,8.0,0,0,1
21,2,7.0,0,0,1
22,2,6.0,0,0,1
21,1,6.0,0,0,1
22,0,8.0,0,1,1
22,1,7.0,1,0,0
21,1,8.0,0,0,1
21,0,8.0,1,0,1
21,2,7.0,1,1,1
21,0,6.0,1,0,1
22,1,6.0,0,0,0
22,0,6.0,1,0,0
21,2,7.0,0,0,1
22,0,8.0,0,0,1
22,0,6.0,0,0,0
22,1,6.0,0,0,1
22,1,7.0,1,0,0
22,1,6.0,1,0,0
22,0,8.0,0,0,1
22,0,8.0,0,0,1
21,1,6.0,1,1,0
22,1,7.0,0,0,1
21,0,8.0,0,1,1
21,2,6.0,0,0,1
21,1,8.0,1,1,1
22,0,8.0,0,0,1
22,0,8.0,0,0,1
22,0,6.0,0,1,1
22,1,8.0,0,0,1
21,0,6.0,0,1,0
21,0,6.0,0,0,0
22,1,8.0,0,1,1
22,0,6.0,1,0,0
21,1,8.0,0,0,1
22,1,7.0,0,0,0
22,0,8.0,0,0,1
21,0,8.0,0,0,1
21,1,7.0,1,0,1
22,0,6.0,0,0,1
22,0,7.0,0,0,1
22,0,6.0,1,1,0
22,1,7.0,0,0,0
21,1,8.0,0,0,1
21,2,7.0,0,0,1
22,3,8.0,0,0,1
22,0,7.0,1,1,0
21,1,6.0,1,0,0
22,1,7.0,1,1,0
21,1,6.0,0,0,0
21,0,8.0,1,0,1
22,0,8.0,0,1,1
21,1,8.0,0,0,1
21,0,6.0,0,0,0
22,0,7.0,0,0,0
21,0,8.0,1,0,1
21,0,7.0,0,0,0
21,0,6.0,0,0,0
21,1,7.0,1,1,0
21,2,7.0,0,0,0
22,1,8.0,0,0,1
22,0,6.0,0,0,1
22,1,6.0,0,0,1
22,0,7.0,1,0,0
21,0,8.0,0,1,1
22,2,6.0,0,0,1
21,0,6.0,0,0,0
21,0,8.0,0,0,1
21,0,7.0,0,0,1
21,1,7.0,0,0,0
21,1,6.0,0,0,0
21,2,8.0,0,1,1
21,1,6.0,1,0,0
22,2,8.0,0,0,1
21,1,8.0,0,1,1
22,0,6.0,0,0,1
22,0,7.0,0,0,0
21,1,8.0,0,0,1
22,2,7.0,1,0,1
22,1,7.0,0,0,1
22,1,7.0,0,1,1
22,1,7.0,0,0,1
22,1,7.0,1,1,0
22,1,7.0,1,0,0
22,0,7.0,1,0,0
22,0,8.0,0,0,1
22,2,7.0,0,1,1
22,0,7.0,1,0,0
22,0,6.0,0,0,1
22,0,8.0,0,0,1
22,1,8.0,0,0,1
22,1,6.0,0,0,1
22,2,7.0,0,0,1
21,1,8.0,0,0,1
21,0,7.0,0,1,1
22,0,7.0,0,0,1
22,0,8.0,0,0,1
22,0,7.0,0,0,1
22,0,8.0,0,0,1
21,1,8.0,0,0,1
21,0,7.0,1,0,0
21,1,6.0,0,0,1
21,1,8.0,0,0,1
21,0,7.0,1,0,0
22,1,7.0,0,0,1
21,1,7.0,0,0,1
22,1,8.0,1,0,1
22,1,8.0,1,0,1
21,0,6.0,0,1,1
21,0,7.0,0,1,1
22,2,8.0,0,0,1
22,0,8.0,1,1,1
22,0,7.0,1,0,0
22,1,6.0,0,0,0
21,0,8.0,1,0,1
21,0,7.0,0,0,0
22,1,6.0,0,0,0
21,0,8.0,0,0,1
21,0,8.0,1,0,1
22,1,7.0,0,0,1
21,1,6.0,1,0,0
21,0,6.0,0,1,1
22,0,8.0,1,0,1
21,0,7.0,1,0,0
22,0,8.0,0,0,1
22,1,8.0,0,1,1
22,0,6.0,0,1,0
22,0,7.0,1,0,0
21,1,7.0,0,1,1
22,0,8.0,0,0,1
22,0,6.0,0,0,1
22,1,8.0,0,0,1
21,1,7.0,0,0,0
22,1,8.0,1,0,1
22,2,7.0,1,0,1
22,0,6.0,0,0,0
22,0,6.0,1,0,0
22,2,7.0,0,0,1
22,0,7.0,1,0,0
22,1,7.0,0,0,1
